"cases","zip_code","total_population","total_non_hispanic","total_white_nonhispanic","total_black_nonhispanic","total_asian_alone","total_black","total_hispanic","average_household_size","pct_more_than_one_occupant_per_room","total_male","total_female","age_60_and_over","age_65_and_over","age_75_and_over","median_age","below_poverty_level","pct_below_poverty_level","household_median_income","household_mean_income","pct_services","pct_over_age_65","pct_white","pct_minority","pct_black","pct_hispanic","cases_per_1000","city"
399,10003,54682,50176,38521,2961,7366,3491,4506,1.7024659317103,3.5,27503,27179,9253,6433,2993,32.3,3812,8.5,112131,306152,0.066277705747978,0.117643831608207,0.70445484803043,0.29554515196957,0.0541494458871292,0.0824037160308694,7.29673384294649,"nyc"
383,11222,36492,31295,26794,1345,1819,1983,5197,2.10255331478906,4.3,18000,18492,5390,3788,1633,34.8,3850,10.6,85111,119619,0.131375710769753,0.103803573385948,0.734243121780116,0.265756878219884,0.0368573934012934,0.14241477584128,10.4954510577661,"nyc"
878,10002,74993,54603,16472,5249,30847,7645,20390,2.18400715563506,8.3,36230,38763,21188,15810,8099,43.6,20565,27.7,35859,71841,0.275438387212215,0.21081967650314,0.219647167068926,0.780352832931074,0.0699931993652741,0.271892043257371,11.7077593908765,"nyc"
646,11378,37279,25272,20160,531,3832,1047,12007,2.93753094255792,7.7,18168,19111,6930,4700,2157,37.7,3524,9.5,73333,102483,0.254126700869953,0.126076343249551,0.540787038278924,0.459212961721076,0.0142439443118109,0.322084819871778,17.3287910083425,"nyc"
610,10009,57925,43578,29677,4936,7428,6539,14347,1.92379843918192,4.4,26519,31406,12204,8837,3504,37.1,13560,23.4,61548,116167,0.117599376461419,0.152559343979284,0.512334915839448,0.487665084160552,0.0852136383254208,0.247682347863617,10.5308588692274,"nyc"
145,10012,23411,21917,16332,596,4055,977,1494,1.82834731334607,7.9,11579,11832,4430,3322,1106,33.9,2591,11.6,109037,243647,0.048658172946598,0.141899107257272,0.697620776558028,0.302379223441972,0.0254581179787279,0.0638161547990261,6.19366964247576,"nyc"
217,10013,28709,26981,15042,1044,9545,1546,1728,2.23639579509428,9.7,14029,14680,6193,4452,2204,38,3093,11.5,105442,314885,0.142228739002933,0.155073321954788,0.52394719425964,0.47605280574036,0.0363649029920931,0.0601901842627747,7.55860531540632,"nyc"
49,10007,7023,6443,5056,294,826,387,580,2.25520322226291,6.3,4118,2905,692,434,76,36,145,2.3,246813,458884,0.036191974822974,0.0617969528691442,0.719920261996298,0.280079738003702,0.0418624519436138,0.0825857895486259,6.97707532393564,"nyc"
797,11237,49310,18258,9791,3718,3557,7451,31052,2.85985663082437,13.1,25382,23928,4821,3316,1295,30.3,14680,29.9,51413,57318,0.314476378251308,0.0672480227134455,0.198560129791117,0.801439870208883,0.0754005272764145,0.629730277834111,16.1630500912594,"nyc"
1836,11385,106717,59471,49227,1710,7101,3222,47246,3.0324631327222,6.5,53086,53631,17004,11104,5114,35.4,12045,11.3,72261,88019,0.311534341582091,0.1040509009811,0.461285455925485,0.538714544074515,0.0160236888218372,0.442722340395626,17.2043816823936,"nyc"
218,10038,22800,19582,10249,1558,7069,2461,3218,2.10591772771792,7.3,10696,12104,5252,3865,1955,36.2,4125,19,86058,147002,0.111835138877576,0.169517543859649,0.449517543859649,0.550482456140351,0.0683333333333333,0.141140350877193,9.56140350877193,"nyc"
1306,11206,88349,55552,29534,18491,5966,25356,32797,2.82910250628181,10.7,42822,45527,12294,9079,3857,29.3,32154,36.6,36404,54324,0.270492244722102,0.102762906201542,0.334287881017329,0.665712118982671,0.209294955234355,0.371220953264893,14.7822838968183,"nyc"
21,10006,3454,3040,2183,36,687,71,414,1.92759197324415,10.9,1633,1821,126,16,0,31.8,164,4.7,176250,263224,0.0381564034756328,0.00463231036479444,0.632020845396642,0.367979154603358,0.0104226983207875,0.119861030689056,6.0799073537927,"nyc"
1127,11412,37458,35549,286,33065,867,34470,1909,3.38699248120301,5.5,17167,20291,7769,5506,2335,40.5,3077,8.3,78517,103596,0.30430667297681,0.146991296919216,0.00763521811095093,0.992364781889049,0.882721981953121,0.0509637460622564,30.0870308078381,"nyc"
54,10005,8831,8223,6132,219,1497,327,608,2.01553040695016,13.3,4003,4828,147,112,28,30.1,840,9.5,173333,292722,0.0239574090505768,0.0126825954025592,0.694372098290114,0.305627901709886,0.0247990035103612,0.068848375042464,6.11482278337674,"nyc"
28,10004,3028,2916,1834,47,899,67,112,1.82544906570223,3.8,1267,1761,415,228,61,37.1,66,2.2,157645,305243,0.0163776493256262,0.0752972258916777,0.605680317040951,0.394319682959049,0.0155217965653897,0.0369881109643329,9.24702774108322,"nyc"
28,10004,3028,2916,1834,47,899,67,112,1.82544906570223,3.8,1267,1761,415,228,61,37.1,66,2.2,157645,305243,0.0163776493256262,0.0752972258916777,0.605680317040951,0.394319682959049,0.0155217965653897,0.0369881109643329,9.24702774108322,"nyc"
28,10004,3028,2916,1834,47,899,67,112,1.82544906570223,3.8,1267,1761,415,228,61,37.1,66,2.2,157645,305243,0.0163776493256262,0.0752972258916777,0.605680317040951,0.394319682959049,0.0155217965653897,0.0369881109643329,9.24702774108322,"nyc"
28,10004,3028,2916,1834,47,899,67,112,1.82544906570223,3.8,1267,1761,415,228,61,37.1,66,2.2,157645,305243,0.0163776493256262,0.0752972258916777,0.605680317040951,0.394319682959049,0.0155217965653897,0.0369881109643329,9.24702774108322,"nyc"
602,11411,20759,19390,207,18790,58,19475,1369,3.30754385964912,3,9582,11177,5221,3979,1798,44.2,867,4.2,93882,119864,0.287805799565505,0.191675899609808,0.00997157859241775,0.990028421407582,0.905149573678886,0.0659472999662797,28.9994701093502,"nyc"
539,11201,62823,55556,36991,7900,7408,10030,7267,2.0570648804646,5.6,30042,32781,10147,7202,3272,35.2,7709,13,124996,253811,0.0605681565488103,0.114639542842589,0.588813014341881,0.411186985658119,0.125750123362463,0.115674195756331,8.57966031548955,"nyc"
607,11205,46064,37911,19470,13586,3138,15686,8153,2.66686203510495,10,21340,24724,5283,3438,1191,29.8,12957,29.2,56708,99184,0.216201038888109,0.0746352900312608,0.422672803056617,0.577327196943383,0.294937478291073,0.176992879472039,13.1773185133727,"nyc"
1927,11208,98660,57904,2388,48148,5621,54888,40756,3.04631428482645,19.7,45869,52791,14081,8934,3242,32.5,25327,25.8,40733,64332,0.373674956041196,0.0905534157713359,0.0242043381309548,0.975795661869045,0.488019460774377,0.413095479424285,19.5317251165619,"nyc"
1728,11207,91972,61367,3695,54049,1295,60644,30605,2.69265944645006,8.6,41188,50784,15435,10508,4493,34.1,26291,28.9,37243,62410,0.345461179598113,0.114252163701996,0.0401752707345714,0.959824729265429,0.587667985908755,0.332764319575523,18.7883268820946,"nyc"
1159,11413,42443,40363,632,38209,480,39730,2080,3.41578828099709,4.8,19773,22670,9588,6918,3091,39.8,3329,7.9,86324,107703,0.284075638318295,0.162995075748651,0.0148905591027967,0.985109440897203,0.900242678415758,0.0490069033762929,27.3072120255401,"nyc"
490,11217,41407,33736,21072,7745,3119,8922,7671,2.32661775663438,5.6,19458,21949,6394,4327,1686,35,5961,14.6,107362,202681,0.0962700742531514,0.104499239259062,0.508899461443717,0.491100538556283,0.187045668606757,0.185258531166228,11.8337479170189,"nyc"
654,11238,54540,48593,23185,19319,3319,22012,5947,2.17433820833503,3.7,25481,29059,9505,6644,2639,35.8,7014,13,85407,146999,0.123988385741645,0.121818848551522,0.425100843417675,0.574899156582325,0.354217088375504,0.109039237257059,11.991199119912,"nyc"
361,11231,37845,30798,21942,4606,2012,6013,7047,2.40856515093619,6.7,17577,20268,5677,4025,1605,35.9,5799,15.3,100213,193625,0.0891995423113278,0.10635486854274,0.579785969084423,0.420214030915577,0.121706962610649,0.186206896551724,9.53890870656626,"nyc"
361,11231,37845,30798,21942,4606,2012,6013,7047,2.40856515093619,6.7,17577,20268,5677,4025,1605,35.9,5799,15.3,100213,193625,0.0891995423113278,0.10635486854274,0.579785969084423,0.420214030915577,0.121706962610649,0.186206896551724,9.53890870656626,"nyc"
861,11422,32082,29012,1053,26471,638,27832,3070,3.32077385268828,4.5,14880,17202,6295,4158,1671,38.4,2320,7.3,89235,106889,0.259625172145381,0.129605386197868,0.0328221432579016,0.967177856742098,0.825104419923945,0.0956922885106914,26.8374789601646,"nyc"
1189,11420,48489,36829,2367,11167,15013,13606,11660,3.67776730754617,8.1,23765,24724,8989,5691,2499,39.2,5825,12.1,67932,93398,0.293536121673004,0.11736682546557,0.0488151951989111,0.951184804801089,0.23029965559199,0.240466910020829,24.5210253872012,"nyc"
772,11417,31927,19625,6244,1844,9131,3159,12302,3.52057947019868,8,15311,16616,5723,3977,1400,38.3,4521,14.2,73424,92976,0.302469546695068,0.124565414852633,0.19557114667836,0.80442885332164,0.0577567576032825,0.385316503273092,24.1801609922636,"nyc"
534,11215,70156,58728,46961,2636,5531,4752,11428,2.43734450846866,4.8,33597,36559,10204,7291,2864,36,4957,7.1,123583,214090,0.0811196248579923,0.103925537373853,0.669379668168083,0.330620331831917,0.03757340783397,0.162894121671703,7.6116084155311,"nyc"
426,11232,27602,13628,6141,1372,5268,2467,13974,2.90017249205629,18.1,14304,13298,3295,2212,848,33.8,5494,21.6,56661,76665,0.332267420242433,0.0801391203535976,0.222483877979857,0.777516122020143,0.0497065430041301,0.50626766176364,15.4336642272299,"nyc"
1758,11203,75451,70605,2881,65073,1339,67977,4846,2.65750189114225,6.4,33245,42206,18009,13551,6192,39.8,12075,16.3,51277,77830,0.307224944831342,0.179600005301454,0.0381837218857272,0.961816278114273,0.862453777948602,0.064227114286093,23.2998899948311,"nyc"
438,11239,13244,10737,2487,7778,284,8166,2507,1.94621082199882,4.1,5406,7838,4613,3838,1949,46.8,3765,28.5,27104,48013,0.309596889707387,0.289791603745092,0.187783147085473,0.812216852914527,0.587284808215041,0.18929326487466,33.0715795832075,"nyc"
2328,11236,100331,93165,4333,84496,2679,87662,7166,2.96693407848086,7.2,43752,56579,20374,13606,5042,37.9,12698,12.8,67669,92992,0.295580733061526,0.13561112716907,0.0431870508616479,0.956812949138352,0.842172409325134,0.0714235879239717,23.2031974165512,"nyc"
1277,11220,95643,55803,13452,1557,39441,3363,39840,3.39459566285653,23.2,48315,47328,15206,10533,4735,34.3,27959,29.4,47079,64713,0.430130220026942,0.110128289576864,0.140648034879709,0.859351965120291,0.016279288604498,0.416549041749004,13.3517350982299,"nyc"
1016,10301,38733,29142,16456,8200,2320,11640,9591,2.52184001656429,5.9,18449,20284,8346,5766,2431,38.2,8477,23,55802,95836,0.1884310427679,0.148865308651537,0.424857356775876,0.575142643224124,0.211705780600522,0.247618309968244,26.2308625719671,"nyc"
760,10303,25947,15844,4581,8543,2099,9784,10103,3.16044384502207,10.2,12810,13137,3771,2434,838,33.1,6542,25.3,62558,81195,0.294206739871261,0.0938066057733071,0.176552202566771,0.823447797433229,0.329248082629977,0.389370640151077,29.2904767410491,"nyc"
2014,11234,95666,85643,35900,41699,6351,44625,10023,2.99881545468824,6.8,45456,50210,22842,16103,6723,40.3,7639,8,81399,112459,0.23718452929411,0.168325214809859,0.375263939121527,0.624736060878473,0.435881086279347,0.104770764953066,21.0524115150628,"nyc"
564,10302,18204,10725,5681,3502,1269,4029,7479,2.93874776386404,4.1,9313,8891,2769,1874,708,34.9,2973,16.4,64103,94357,0.28406020841374,0.102944407822457,0.312074269391343,0.687925730608657,0.1923753021314,0.410843770599868,30.982201713909,"nyc"
294,11693,12919,9109,6065,2075,521,2914,3810,2.60589886480908,4.5,6308,6611,2485,1589,562,39.5,1796,14,59431,88947,0.259353202282815,0.122997136001238,0.469463580772506,0.530536419227494,0.160616146760585,0.294914467064014,22.7571793482468,"nyc"
294,11693,12919,9109,6065,2075,521,2914,3810,2.60589886480908,4.5,6308,6611,2485,1589,562,39.5,1796,14,59431,88947,0.259353202282815,0.122997136001238,0.469463580772506,0.530536419227494,0.160616146760585,0.294914467064014,22.7571793482468,"nyc"
294,11693,12919,9109,6065,2075,521,2914,3810,2.60589886480908,4.5,6308,6611,2485,1589,562,39.5,1796,14,59431,88947,0.259353202282815,0.122997136001238,0.469463580772506,0.530536419227494,0.160616146760585,0.294914467064014,22.7571793482468,"nyc"
294,11693,12919,9109,6065,2075,521,2914,3810,2.60589886480908,4.5,6308,6611,2485,1589,562,39.5,1796,14,59431,88947,0.259353202282815,0.122997136001238,0.469463580772506,0.530536419227494,0.160616146760585,0.294914467064014,22.7571793482468,"nyc"
981,11209,67809,56368,43770,1833,9044,2916,11441,2.2979830699389,8.4,32504,35305,16094,11492,5221,40.6,8978,13.3,72314,122678,0.164007657945118,0.169476028255836,0.645489536787152,0.354510463212848,0.0270318099367341,0.168723915704405,14.4671061363536,"nyc"
1233,10304,41064,30701,15539,10335,3918,11936,10363,2.81903753880892,5.7,20233,20831,8722,5840,2563,38.1,8564,21.5,52199,108490,0.253789937790663,0.142217027079681,0.378409312293006,0.621590687706994,0.251680303915839,0.25236216637444,30.0263004091175,"nyc"
2421,10314,90761,77035,56696,3352,14904,4427,13726,2.85645558318985,4.9,43762,46999,21563,15645,6313,40.8,8558,9.5,86742,116742,0.19896471274424,0.172375800178491,0.624673593283459,0.375326406716541,0.0369321624927006,0.151232357510384,26.6744526834213,"nyc"
568,11228,44994,39156,22126,396,15917,692,5838,2.92754867372272,8.9,22024,22970,10828,7825,3950,41.1,6165,13.8,67911,106252,0.241397744945568,0.173912077165844,0.491754456149709,0.508245543850291,0.00880117348979864,0.129750633417789,12.6239054096102,"nyc"
1101,10305,42298,35378,26370,2628,5405,3239,6920,2.8229666507536,6.3,20145,22153,9210,6298,2896,39.5,5365,12.9,76489,102939,0.211953305718436,0.148895928885526,0.623433732091352,0.376566267908648,0.0621305971913566,0.163601115892004,26.029599508251,"nyc"
1329,11229,83615,74576,49672,4267,18445,5488,9039,2.69422025463711,8.8,40272,43343,21129,14926,6438,40.8,12184,14.6,60873,97025,0.252073537957631,0.178508640794116,0.594056090414399,0.405943909585601,0.0510315134844226,0.108102613167494,15.8942773425821,"nyc"
1306,11214,92946,77673,39676,1143,34742,1660,15273,2.87982713807033,13.5,45577,47369,20589,15351,7241,39.6,16168,17.5,54041,81778,0.313870817843866,0.16516041572526,0.426871516794698,0.573128483205302,0.0122974630430573,0.16432121877219,14.0511694962667,"nyc"
1935,11691,67094,49406,16075,29701,2320,32786,17688,3.12273477711955,10.6,30803,36291,11796,8316,3915,31.1,13848,21.4,46147,77919,0.338575033973986,0.12394550928548,0.239589233016365,0.760410766983635,0.442677437624825,0.26363013086118,28.8401347363401,"nyc"
1448,11223,81789,68092,42631,2861,19745,4443,13697,2.92601545174905,12.2,40113,41676,17944,12892,6202,36.5,16552,20.3,50108,86851,0.293134636919631,0.157625108510924,0.52123146144347,0.47876853855653,0.0349802540683955,0.16746750785558,17.7040922373424,"nyc"
510,11692,20991,15869,2093,11961,1199,12998,5122,2.94839471753485,8,9755,11236,3634,2566,978,34.2,5135,25.4,44024,69356,0.295017204027017,0.122242865990186,0.0997093992663522,0.900290600733648,0.56981563527226,0.244009337335048,24.2961269115335,"nyc"
1730,11235,78128,71637,56160,1812,11260,2303,6491,2.38080603675354,11.7,37432,40696,23688,18363,9382,45.1,14999,19.4,52538,95275,0.285513401018084,0.235037374564817,0.718820397296744,0.281179602703256,0.023192709399959,0.0830816096661888,22.1431497030514,"nyc"
1312,10306,53142,45327,39656,1651,3100,2597,7815,2.62989603638726,2.6,24906,28236,13358,9461,4451,43.9,5191,9.9,79569,113762,0.215749296906388,0.178032441383463,0.746227089684242,0.253772910315758,0.0310677053930977,0.147058823529412,24.6885702457567,"nyc"
622,11694,21354,18171,15589,1283,742,1522,3183,2.35580184222957,3.6,10932,10422,5990,4368,1898,48.5,2009,9.9,80976,143875,0.126706891076532,0.204551840404608,0.730027161187599,0.269972838812401,0.0600824201554744,0.149058724360775,29.1280322187881,"nyc"
950,11224,46707,37191,23843,9636,2753,11121,9516,2.42778638184246,6.1,20929,25778,15243,12070,6208,45.5,12792,27.9,33131,65896,0.308173105541997,0.258419508853063,0.510480227803113,0.489519772196887,0.20630740574218,0.203738197700559,20.3395636628343,"nyc"
587,10308,30186,27298,25268,310,1502,439,2888,2.83219947407964,2.1,14569,15617,7516,5360,2353,42.9,1769,5.9,93963,120818,0.174680066517244,0.177565758961108,0.837076790565163,0.162923209434837,0.0102696614324521,0.0956734910223282,19.4461008414497,"nyc"
85,11697,3540,3311,3243,21,20,21,229,2.58589743589744,1.8,1699,1841,1192,899,446,49.1,110,3.1,103580,155510,0.125827814569536,0.253954802259887,0.916101694915254,0.0838983050847457,0.00593220338983051,0.0646892655367232,24.0112994350282,"nyc"
1384,10312,61741,55507,50629,749,3356,1046,6234,2.88093443082967,2.2,29882,31859,14646,10607,3720,41.6,3995,6.5,95064,125305,0.148834282917963,0.171798318783304,0.820022351435837,0.179977648564163,0.0121313227838875,0.100970181888858,22.4162226073436,"nyc"
779,10309,33531,30424,28515,193,1206,313,3107,2.90487613398465,0.9,16842,16689,7330,5198,1953,40.5,3089,9.2,103175,130338,0.14190027288514,0.155020727088366,0.850407085980138,0.149592914019862,0.00575586770451224,0.0926605230980287,23.2322328591453,"nyc"
351,10307,15232,13833,13293,56,418,56,1399,2.85468197214904,3.5,7448,7784,2600,1733,737,39.7,1075,7.1,80893,132079,0.141555285540705,0.113773634453782,0.872702205882353,0.127297794117647,0.00367647058823529,0.0918461134453782,23.0435924369748,"nyc"
38,10280,9384,8558,6612,164,1474,330,826,2.05729605263158,8.4,4477,4907,1233,858,234,38.1,336,3.6,169844,301694,0.0203312018363666,0.0914322250639386,0.70460358056266,0.29539641943734,0.0174765558397272,0.0880221653878943,4.04944586530264,"nyc"
2143,11372,61844,26244,11022,1465,12490,2435,35600,2.58063156126648,12.7,30769,31075,12995,9640,3783,40.5,7407,12.1,56383,77408,0.386640543684565,0.155876075286204,0.178222624668521,0.821777375331479,0.0236886359226441,0.575641937778928,34.651704288209,"nyc"
507,11004,15234,13318,5090,1003,6529,1198,1916,2.76725762842796,4.2,7144,8090,4502,2982,1646,44.4,857,6,92657,127495,0.19396493135789,0.195746356833399,0.334121045030852,0.665878954969148,0.065839569384272,0.125771301037154,33.2808192201654,"nyc"
454,11426,20801,16863,5834,1278,9179,1573,3938,3.26081812460667,4.9,10388,10413,4528,3203,947,38.6,1564,7.5,88803,120580,0.247687172150691,0.153982981587424,0.280467285226672,0.719532714773328,0.0614393538772174,0.189317821258593,21.8258737560694,"nyc"
736,11365,44983,36117,11388,3347,20070,4254,8866,2.88466829362276,7.2,21359,23624,9805,6668,3138,40.8,5330,11.9,66483,92032,0.218221340137983,0.148233777204722,0.253162305759954,0.746837694240046,0.0744058866682969,0.197096680968366,16.3617366560701,"nyc"
1375,11375,73488,61918,36724,1825,20530,3444,11570,2.22589889521259,6.4,33695,39793,19694,14798,7080,42.7,6624,9.1,80542,137263,0.114970697922216,0.201366209449162,0.499727846723275,0.500272153276725,0.0248339865011975,0.157440670585674,18.7105377748748,"nyc"
688,11427,24037,19361,4762,4737,7481,5310,4676,3.085872,6.5,11886,12151,5792,3893,1746,42,1987,8.5,74581,116155,0.254812834224599,0.161958647085743,0.198111245163706,0.801888754836294,0.197071181927861,0.1945334276324,28.6225402504472,"nyc"
940,11374,42653,35706,18568,1657,13580,2345,6947,2.19812731767614,9.7,19585,23068,11923,8996,4011,43.8,5662,13.3,63161,98297,0.221068784979238,0.210911307528193,0.43532694066068,0.56467305933932,0.0388483811220782,0.16287248259208,22.0383091458983,"nyc"
353,11366,14650,13352,5707,713,6615,829,1298,3.12411180660479,5.8,6977,7673,3614,2501,1078,40.6,1742,12,78990,108863,0.179464152073043,0.170716723549488,0.389556313993174,0.610443686006826,0.0486689419795222,0.0886006825938567,24.0955631399317,"nyc"
890,11423,31400,26945,2807,12083,8950,13012,4455,3.16102176356391,8.2,15291,16109,7064,4768,1933,40.8,2817,9.1,70266,102305,0.296674716700724,0.151847133757962,0.0893949044585987,0.910605095541401,0.384808917197452,0.14187898089172,28.343949044586,"nyc"
601,11428,18929,14134,2095,3834,4805,4770,4795,3.40293270960777,4.9,9208,9721,4111,2870,847,40.8,1597,8.4,73699,92621,0.307742355237476,0.151619208621692,0.11067673939458,0.88932326060542,0.202546357440964,0.253315019282582,31.7502245232183,"nyc"
1519,11432,62053,46891,8027,9134,25619,11039,15162,3.09787620639457,19.3,29294,32759,12405,8677,3979,36,8662,14.9,55906,89037,0.293924351534643,0.139832079029217,0.129357162425668,0.870642837574332,0.147196751164327,0.244339516220005,24.4790743396774,"nyc"
708,11379,37851,30230,25050,324,4152,730,7621,2.77602340047393,4,17886,19965,8999,6658,3324,42.7,3167,8.5,82819,114239,0.195585106382979,0.175900240416369,0.661805500515178,0.338194499484822,0.00855987952762146,0.201342104567911,18.7049219307284,"nyc"
835,11429,27403,23998,434,20276,1122,21302,3405,3.71318801089918,6.6,12851,14552,5873,3963,1656,39,2406,8.8,83240,102268,0.290226546616323,0.144619202277123,0.0158376820056198,0.98416231799438,0.739918986972229,0.124256468269897,30.4711163011349,"nyc"
1390,11435,59296,40868,6737,13287,14393,14940,18428,3.07560983363357,14.2,29447,29849,10459,7061,2864,35.8,9220,15.8,64086,84593,0.3116013127178,0.119080545062062,0.113616432811657,0.886383567188343,0.224079195898543,0.310779816513761,23.4417161359957,"nyc"
453,11415,19372,14539,9010,967,3671,1364,4833,2.30822174483829,10.2,9253,10119,4236,3087,1227,38.9,2384,12.3,68294,109205,0.200792730085073,0.159353706380343,0.4651042742102,0.5348957257898,0.049917406566178,0.249483791038612,23.3842659508569,"nyc"
922,11418,38517,20914,6312,2460,9217,3674,17603,3.48363960504663,12,19354,19163,6763,4357,1809,35.1,5629,14.7,66570,86064,0.33158094412227,0.113118882571332,0.163875691253213,0.836124308746787,0.0638679024846172,0.457018978632811,23.9374821507386,"nyc"
824,11433,36489,29596,600,22628,3195,24254,6893,3.45342713185664,9.2,16723,19766,6616,4469,1758,35,6206,17.1,51521,75616,0.3967215197916,0.122475266518677,0.016443311682973,0.983556688317027,0.620132094603853,0.188906245717888,22.5821480446162,"nyc"
1071,11221,83835,55054,13793,36355,2815,42967,28781,2.67868484985909,6.6,40147,43688,12040,8676,3464,31.6,19276,23.2,50153,77374,0.247462635951845,0.103488996242619,0.164525556151965,0.835474443848035,0.433649430428819,0.34330530208147,12.7750939345142,"nyc"
1030,11421,41002,16960,6898,1210,7932,2863,24042,3.51991407458326,7.5,20497,20505,7334,5179,1871,37.8,4207,10.3,72066,92799,0.355313732341636,0.126310911662846,0.168235695819716,0.831764304180284,0.0295107555728989,0.586361640895566,25.1207258182528,"nyc"
1002,11419,49618,40260,2136,7812,15990,9465,9358,3.97220690760478,11.3,24983,24635,8710,5707,2192,37,6642,13.4,70882,88726,0.31613492854769,0.115018743198033,0.0430488935466968,0.956951106453303,0.157442863476964,0.188600910959732,20.1942843322988,"nyc"
1730,11434,65791,60836,1024,55870,1615,58341,4955,2.95963377131675,4.3,29219,36572,13470,9978,4530,37.9,7204,11.2,62207,88220,0.314587394411956,0.151662081439711,0.0155644389050174,0.984435561094983,0.849204298460276,0.0753142527093371,26.2953899469532,"nyc"
616,11216,56308,50229,14656,30784,2898,33463,6079,2.30931558619544,6,26400,29908,9077,6527,3105,34.2,9737,17.4,61121,101849,0.194775018055076,0.11591603324572,0.260282730695461,0.739717269304539,0.546707395041557,0.10795979256944,10.9398309298856,"nyc"
605,11416,27125,14882,3448,1294,8979,2252,12243,3.74777608424553,10,13398,13727,4232,2780,1126,35.6,4125,15.2,67461,82384,0.346684538358432,0.102488479262673,0.127115207373272,0.872884792626728,0.047705069124424,0.451354838709677,22.3041474654378,"nyc"
1095,11233,76819,64543,5320,56546,1258,61749,12276,2.57013971715795,6.5,35096,41723,12266,8466,3625,33,21469,28.1,40449,68957,0.290690385935588,0.110207110220128,0.069253700256447,0.930746299743553,0.736093935094182,0.159804215103034,14.2542860490243,"nyc"
